id,amount,status,user_id,payment_method_id,inserted_at,updated_at,amount_paid,fee,exchange_rate,deposit_type,dollar_instant_deposit_fee,dollar_processing_fee,currency
256064,50,Deleted,162413,7,2021-05-11T08:36:59.000Z,2021-05-11T08:37:02.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256065,7750,Settlemented,81229,4,2021-05-11T08:40:11.000Z,2021-05-11T08:42:19.000Z,7982.5,232.5,,instant,7.75,224.75,USD
256066,304,Deleted,43582,7,2021-05-11T08:41:41.000Z,2021-05-11T08:42:03.000Z,151430,1.31,$1/₦496.0,instant,1,0.31,NGN
256067,39,Settlemented,117740,1,2021-05-11T08:42:23.000Z,2021-05-12T13:12:30.000Z,19614.82,0.55,$1/₦496.0,standard,0,0.55,NGN
256069,100,Deleted,91977,1,2021-05-11T08:44:19.000Z,2021-05-11T08:45:30.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256070,2000,Deleted,166231,1,2021-05-11T08:46:16.000Z,2021-05-11T08:46:38.000Z,994000,4.04,$1/₦496.0,standard,0,4.04,NGN
256071,72,Settlemented,34869,3,2021-05-11T08:46:36.000Z,2021-05-11T08:47:18.000Z,36707.97,2.01,$1/₦496.0,instant,1,1.01,NGN
256072,100,Deleted,105355,4,2021-05-11T08:50:36.000Z,2021-05-11T08:50:41.000Z,102.9,2.9,,standard,0,2.9,USD
256073,70,Rejected,91977,1,2021-05-11T08:52:15.000Z,2021-05-11T08:55:30.000Z,35206.08,0.98,$1/₦496.0,standard,0,0.98,NGN
256074,50,Deleted,166282,7,2021-05-11T08:55:34.000Z,2021-05-11T08:55:41.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256075,20,Deleted,112862,1,2021-05-11T08:58:25.000Z,2021-05-11T09:00:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256076,202,Settlemented,166178,7,2021-05-11T08:58:50.000Z,2021-05-12T13:12:26.000Z,100342,0.31,$1/₦496.0,standard,0,0.31,NGN
84177,1000,Settlemented,14518,6,2020-09-07T18:50:13.000Z,2020-09-08T16:13:41.000Z,1000,0,,standard,0,0,
256077,20,Deleted,159476,2,2021-05-11T09:01:04.000Z,2021-05-11T09:01:38.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256078,20,Deleted,159476,7,2021-05-11T09:02:29.000Z,2021-05-11T09:05:31.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
73746,75,Rejected,52411,4,2020-08-24T13:26:45.000Z,2020-08-24T13:29:05.000Z,77.18,2.18,,standard,0,2.18,
256080,99,Deleted,166281,1,2021-05-11T09:11:35.000Z,2021-05-11T09:11:38.000Z,49791.46,1.39,$1/₦496.0,standard,0,1.39,NGN
256081,20,Deleted,166148,7,2021-05-11T09:13:01.000Z,2021-05-11T09:15:31.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256082,20,Deleted,166148,2,2021-05-11T09:13:43.000Z,2021-05-11T09:15:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256083,258,Deleted,166294,1,2021-05-11T09:15:11.000Z,2021-05-11T09:15:31.000Z,129759.55,3.62,$1/₦496.0,standard,0,3.62,NGN
64466,30,Rejected,49763,4,2020-08-05T12:55:47.000Z,2020-08-05T13:06:19.000Z,30.87,0.87,,standard,0,0.87,
256084,100,Deleted,166278,1,2021-05-11T09:16:29.000Z,2021-05-11T09:16:38.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256085,20,Settlemented,16021,1,2021-05-11T09:16:40.000Z,2021-05-12T13:12:23.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256086,300,Deleted,166186,1,2021-05-11T09:17:37.000Z,2021-05-11T09:20:31.000Z,150800,4.04,$1/₦496.0,standard,0,4.04,NGN
256087,20,Deleted,166148,1,2021-05-11T09:17:54.000Z,2021-05-11T09:20:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256088,20,Settlemented,30925,1,2021-05-11T09:19:32.000Z,2021-05-11T09:21:07.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256089,20,Deleted,166294,1,2021-05-11T09:19:58.000Z,2021-05-11T09:20:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256090,20,Deleted,68116,1,2021-05-11T09:23:56.000Z,2021-05-11T09:25:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256091,40,Settlemented,118660,1,2021-05-11T09:25:11.000Z,2021-05-11T09:26:06.000Z,20613.76,1.57,$1/₦496.0,instant,1,0.56,NGN
64465,5000,Settlemented,40094,6,2020-08-05T12:55:42.000Z,2020-08-05T15:25:27.000Z,5000,0,,standard,0,0,
256092,20,Deleted,161063,1,2021-05-11T09:25:24.000Z,2021-05-11T09:25:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
73764,73,Rejected,52073,4,2020-08-24T13:43:47.000Z,2020-08-24T14:41:17.000Z,75.12,2.12,,standard,0,2.12,
256093,75,Deleted,29801,2,2021-05-11T09:27:04.000Z,2021-05-11T09:30:31.000Z,37720.8,1.05,$1/₦496.0,standard,0,1.05,NGN
256094,75,Deleted,29801,2,2021-05-11T09:28:09.000Z,2021-05-11T09:30:31.000Z,37720.8,1.05,$1/₦496.0,standard,0,1.05,NGN
256096,103,Settlemented,32105,7,2021-05-11T09:36:21.000Z,2021-05-11T09:39:52.000Z,51734,1.31,$1/₦496.0,instant,1,0.31,NGN
256097,20,Deleted,166014,7,2021-05-11T09:36:39.000Z,2021-05-11T09:36:40.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256098,20,Deleted,166014,1,2021-05-11T09:37:00.000Z,2021-05-11T09:39:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256099,500,Settlemented,20715,1,2021-05-11T09:38:54.000Z,2021-05-12T13:12:19.000Z,250000,4.04,$1/₦496.0,standard,0,4.04,NGN
256425,72,Deleted,21007,7,2021-05-11T15:57:22.000Z,2021-05-11T15:59:17.000Z,35862,0.31,$1/₦496.0,standard,0,0.31,NGN
256100,20,Settlemented,166307,1,2021-05-11T09:39:02.000Z,2021-05-12T13:12:16.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256101,20,Deleted,166014,7,2021-05-11T09:39:04.000Z,2021-05-11T09:39:08.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256192,150,Deleted,22678,4,2021-05-11T11:47:16.000Z,2021-05-11T11:49:11.000Z,155.35,5.35,,instant,1,4.35,USD
256102,20,Deleted,63735,1,2021-05-11T09:39:47.000Z,2021-05-11T09:40:06.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256307,20,Settlemented,20753,7,2021-05-11T14:01:12.000Z,2021-05-11T14:03:01.000Z,10566,1.31,$1/₦496.0,instant,1,0.31,NGN
256199,20,Deleted,166414,2,2021-05-11T12:01:02.000Z,2021-05-11T12:01:14.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256238,40,Settlemented,22433,7,2021-05-11T12:40:28.000Z,2021-05-11T12:43:39.000Z,20486,1.31,$1/₦496.0,instant,1,0.31,NGN
256358,500,Deleted,117411,7,2021-05-11T14:47:55.000Z,2021-05-11T14:48:17.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256103,25,Settlemented,63735,1,2021-05-11T09:40:17.000Z,2021-05-12T13:12:13.000Z,12573.6,0.35,$1/₦496.0,standard,0,0.35,NGN
256104,20,Deleted,166014,7,2021-05-11T09:41:43.000Z,2021-05-11T09:41:51.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256264,600,Deleted,35184,1,2021-05-11T13:24:51.000Z,2021-05-11T13:25:09.000Z,299600,4.04,$1/₦496.0,standard,0,4.04,NGN
256105,20,Settlemented,115495,1,2021-05-11T09:41:55.000Z,2021-05-12T13:12:07.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256106,20,Settlemented,4097,1,2021-05-11T09:42:27.000Z,2021-05-11T09:43:58.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256692,20,Deleted,166518,7,2021-05-12T05:58:50.000Z,2021-05-12T05:59:30.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256107,2000,Deleted,150707,1,2021-05-11T09:44:39.000Z,2021-05-11T09:45:06.000Z,994000,4.04,$1/₦496.0,standard,0,4.04,NGN
73778,1900,Rejected,51212,4,2020-08-24T13:49:28.000Z,2020-08-24T14:41:16.000Z,1957,57,,instant,1.9,55.1,
256108,80,Settlemented,159561,7,2021-05-11T09:54:50.000Z,2021-05-12T13:07:27.000Z,39830,0.31,$1/₦496.0,standard,0,0.31,NGN
256109,20,Deleted,140816,1,2021-05-11T09:56:04.000Z,2021-05-11T09:56:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256247,600,Settlemented,15872,7,2021-05-11T13:02:36.000Z,2021-05-11T13:09:35.000Z,298246,1.31,$1/₦496.0,instant,1,0.31,NGN
256735,20,Deleted,167106,7,2021-05-12T08:31:53.000Z,2021-05-12T08:31:58.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256110,50,Settlemented,78762,4,2021-05-11T09:58:20.000Z,2021-05-11T09:59:47.000Z,52.45,2.45,,instant,1,1.45,USD
256451,100,Settlemented,158440,1,2021-05-11T16:27:47.000Z,2021-05-11T16:30:04.000Z,50790.4,2.41,$1/₦496.0,instant,1,1.4,NGN
256111,200,Rejected,154344,2,2021-05-11T10:00:50.000Z,2021-05-11T10:04:12.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
256112,200,Settlemented,166330,1,2021-05-11T10:03:51.000Z,2021-05-12T13:07:29.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
256113,20,Settlemented,148894,1,2021-05-11T10:05:05.000Z,2021-05-12T13:07:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256114,20,Deleted,153015,1,2021-05-11T10:06:35.000Z,2021-05-11T10:06:41.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256476,198,Settlemented,18474,1,2021-05-11T17:01:15.000Z,2021-05-11T17:03:00.000Z,100078.91,3.78,$1/₦496.0,instant,1,2.78,NGN
256674,1000,Settlemented,31818,7,2021-05-12T04:07:04.000Z,2021-05-12T17:21:52.000Z,496150,0.31,$1/₦496.0,standard,0,0.31,NGN
256115,20,Deleted,164710,1,2021-05-11T10:08:15.000Z,2021-05-11T10:08:32.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
73789,20,Deleted,49907,4,2020-08-24T13:55:39.000Z,2020-08-24T14:41:16.000Z,20.58,0.58,,standard,0,0.58,
256116,20,Deleted,164710,7,2021-05-11T10:08:46.000Z,2021-05-11T10:09:08.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256214,2000,Deleted,53920,1,2021-05-11T12:13:54.000Z,2021-05-11T12:14:11.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256117,20,Deleted,166332,1,2021-05-11T10:09:07.000Z,2021-05-11T10:09:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256118,20.16,Deleted,98251,2,2021-05-11T10:13:45.000Z,2021-05-11T10:14:08.000Z,10139.36,0.29,$1/₦496.0,standard,0,0.29,NGN
256119,20.16,Deleted,98251,2,2021-05-11T10:14:32.000Z,2021-05-11T10:15:06.000Z,10139.36,0.29,$1/₦496.0,standard,0,0.29,NGN
256120,20.16,Settlemented,98251,7,2021-05-11T10:16:53.000Z,2021-05-12T13:07:42.000Z,10149.37,0.31,$1/₦496.0,standard,0,0.31,NGN
64561,20,Rejected,14520,4,2020-08-05T14:50:47.000Z,2020-08-05T15:06:21.000Z,20.58,0.58,,standard,0,0.58,
256121,20.16,Deleted,98251,2,2021-05-11T10:19:00.000Z,2021-05-11T10:19:08.000Z,10139.36,0.29,$1/₦496.0,standard,0,0.29,NGN
256122,20,Deleted,164624,1,2021-05-11T10:19:04.000Z,2021-05-11T10:19:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256128,200,Settlemented,28233,7,2021-05-11T10:30:13.000Z,2021-05-11T10:34:01.000Z,99846,1.31,$1/₦496.0,instant,1,0.31,NGN
256254,20,Deleted,166471,1,2021-05-11T13:14:35.000Z,2021-05-11T13:15:09.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256123,22,Settlemented,154523,1,2021-05-11T10:20:17.000Z,2021-05-11T10:21:42.000Z,11560.77,1.31,$1/₦496.0,instant,1,0.31,NGN
256124,20,Deleted,166337,1,2021-05-11T10:22:34.000Z,2021-05-11T10:24:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256569,500,Deleted,165925,1,2021-05-11T20:15:00.000Z,2021-05-11T20:15:14.000Z,250000,4.04,$1/₦496.0,standard,0,4.04,NGN
256404,150,Deleted,84716,1,2021-05-11T15:32:16.000Z,2021-05-11T15:34:16.000Z,75937.6,3.1,$1/₦496.0,instant,1,2.1,NGN
256125,1940,Settlemented,156546,4,2021-05-11T10:25:35.000Z,2021-05-12T13:07:44.000Z,1996.26,56.26,,standard,0,56.26,USD
64573,20,Deleted,48128,4,2020-08-05T15:13:59.000Z,2020-08-05T16:06:22.000Z,20.58,0.58,,standard,0,0.58,
256126,20,Deleted,166344,2,2021-05-11T10:28:26.000Z,2021-05-11T10:29:08.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256287,500000,Deleted,162896,2,2021-05-11T13:40:04.000Z,2021-05-11T13:40:09.000Z,248002000,4.04,$1/₦496.0,standard,0,4.04,NGN
256127,20,Deleted,166344,7,2021-05-11T10:29:25.000Z,2021-05-11T10:30:06.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256129,200,Deleted,166349,7,2021-05-11T10:30:17.000Z,2021-05-11T10:30:44.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256130,20,Deleted,166344,1,2021-05-11T10:30:57.000Z,2021-05-11T10:31:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
78413,3000,Rejected,46281,4,2020-08-31T14:41:49.000Z,2020-08-31T15:23:37.000Z,3090,90,,instant,3,87,
256131,200,Deleted,166349,1,2021-05-11T10:31:08.000Z,2021-05-11T10:31:13.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
256495,60,Settlemented,66288,7,2021-05-11T17:51:48.000Z,2021-05-12T17:23:37.000Z,29910,0.31,$1/₦496.0,standard,0,0.31,NGN
256132,150,Deleted,115214,7,2021-05-11T10:32:58.000Z,2021-05-11T10:34:09.000Z,75046,1.31,$1/₦496.0,instant,1,0.31,NGN
256133,20,Settlemented,31670,1,2021-05-11T10:37:40.000Z,2021-05-12T13:07:47.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256134,20,Deleted,119154,1,2021-05-11T10:38:05.000Z,2021-05-11T10:39:09.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256346,195,Deleted,97170,1,2021-05-11T14:40:15.000Z,2021-05-11T14:40:47.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
64558,200,Rejected,27603,4,2020-08-05T14:45:16.000Z,2020-08-05T14:46:18.000Z,205.8,5.8,,standard,0,5.8,
256234,1900,Deleted,53920,1,2021-05-11T12:36:00.000Z,2021-05-11T12:36:15.000Z,945342.4,5.94,$1/₦496.0,instant,1.9,4.04,NGN
256135,400,Settlemented,38697,7,2021-05-11T10:39:03.000Z,2021-05-12T13:07:48.000Z,198550,0.31,$1/₦496.0,standard,0,0.31,NGN
256136,202,Settlemented,43582,7,2021-05-11T10:40:30.000Z,2021-05-11T10:45:02.000Z,100838,1.31,$1/₦496.0,instant,1,0.31,NGN
256376,40,Settlemented,130786,1,2021-05-11T14:58:17.000Z,2021-05-12T17:24:24.000Z,20117.76,0.56,$1/₦496.0,standard,0,0.56,NGN
256137,20.16,Deleted,98251,7,2021-05-11T10:43:05.000Z,2021-05-11T10:44:09.000Z,10149.37,0.31,$1/₦496.0,standard,0,0.31,NGN
256252,120,Deleted,153548,1,2021-05-11T13:09:24.000Z,2021-05-11T13:10:09.000Z,60353.28,1.68,$1/₦496.0,standard,0,1.68,NGN
256292,100,Deleted,145996,2,2021-05-11T13:51:26.000Z,2021-05-11T13:51:43.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
255648,20,Settlemented,165399,7,2021-05-10T16:04:13.000Z,2021-05-12T13:09:05.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256138,500,Settlemented,73530,7,2021-05-11T10:44:22.000Z,2021-05-11T10:46:31.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256139,500,Settlemented,146031,7,2021-05-11T10:52:43.000Z,2021-05-11T11:00:46.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256365,50,Deleted,51296,7,2021-05-11T14:50:32.000Z,2021-05-11T14:50:47.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256140,100,Deleted,146122,1,2021-05-11T10:53:19.000Z,2021-05-11T10:54:09.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256640,150,Deleted,59021,7,2021-05-11T23:10:00.000Z,2021-05-11T23:10:16.000Z,75046,1.31,$1/₦496.0,instant,1,0.31,NGN
256141,510,Settlemented,146872,7,2021-05-11T10:54:13.000Z,2021-05-12T12:57:49.000Z,253110,0.31,$1/₦496.0,standard,0,0.31,NGN
256142,10000,Deleted,122297,1,2021-05-11T10:54:18.000Z,2021-05-11T10:55:07.000Z,4966960,14.04,$1/₦496.0,instant,10,4.04,NGN
73818,20,Rejected,2540,1,2020-08-24T14:20:59.000Z,2020-08-24T14:41:13.000Z,9770.3,0.29,$1/₦481.77,standard,0,0.29,
256143,30,Deleted,166357,1,2021-05-11T10:54:19.000Z,2021-05-11T10:55:07.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256305,20.2,Deleted,103210,7,2021-05-11T14:00:07.000Z,2021-05-11T14:00:10.000Z,10169.2,0.31,$1/₦496.0,standard,0,0.31,NGN
85205,765,Settlemented,15326,6,2020-09-09T13:13:08.000Z,2020-09-09T17:05:38.000Z,765,0,,standard,0,0,
256144,100,Settlemented,146122,1,2021-05-11T10:55:21.000Z,2021-05-12T13:12:04.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256145,40,Deleted,163896,7,2021-05-11T10:55:22.000Z,2021-05-11T10:55:45.000Z,19990,0.31,$1/₦496.0,standard,0,0.31,NGN
256617,35,Deleted,163896,7,2021-05-11T22:27:35.000Z,2021-05-11T22:29:04.000Z,17510,0.31,$1/₦496.0,standard,0,0.31,NGN
68146,1000,Rejected,15917,4,2020-08-12T16:14:27.000Z,2020-08-12T16:28:12.000Z,1029,29,,standard,0,29,
64583,300,Deleted,19184,7,2020-08-05T15:26:18.000Z,2020-08-05T15:27:34.000Z,143772,0.32,$1/₦478.74,standard,0,0.32,
256146,170,Deleted,110443,1,2021-05-11T10:55:36.000Z,2021-05-11T10:55:45.000Z,85996.48,3.38,$1/₦496.0,instant,1,2.38,NGN
256147,20,Deleted,165917,1,2021-05-11T10:57:49.000Z,2021-05-11T10:59:09.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256148,100,Deleted,166370,1,2021-05-11T10:58:56.000Z,2021-05-11T10:59:09.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256714,30,Rejected by admin,163722,1,2021-05-12T07:15:28.000Z,2021-05-12T09:30:36.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256149,100,Deleted,111612,7,2021-05-11T11:00:03.000Z,2021-05-11T11:00:07.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
68127,1500,Rejected,5738,4,2020-08-12T15:36:34.000Z,2020-08-12T15:38:04.000Z,1543.5,43.5,,standard,0,43.5,
256150,100,Deleted,155629,7,2021-05-11T11:00:32.000Z,2021-05-11T11:00:45.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256367,50,Rejected,59494,1,2021-05-11T14:52:02.000Z,2021-05-11T14:54:15.000Z,25643.2,1.71,$1/₦496.0,instant,1,0.7,NGN
64596,20,Deleted,49036,7,2020-08-05T16:09:32.000Z,2020-08-05T17:26:02.000Z,9724.8,0.32,$1/₦478.74,standard,0,0.32,
256151,500,Deleted,146031,7,2021-05-11T11:02:04.000Z,2021-05-11T11:04:09.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256152,1206,Deleted,15784,2,2021-05-11T11:05:50.000Z,2021-05-11T11:06:14.000Z,600176,4.04,$1/₦496.0,standard,0,4.04,NGN
256153,1206,Deleted,15784,7,2021-05-11T11:06:40.000Z,2021-05-11T11:06:41.000Z,598326,0.31,$1/₦496.0,standard,0,0.31,NGN
256198,20,Deleted,166414,1,2021-05-11T12:00:21.000Z,2021-05-11T12:00:45.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256612,1500,Deleted,152589,2,2021-05-11T22:22:00.000Z,2021-05-11T22:24:25.000Z,746000,4.04,$1/₦496.0,standard,0,4.04,NGN
256154,1305,Settlemented,46720,7,2021-05-11T11:07:37.000Z,2021-05-11T11:09:38.000Z,648074.8,1.61,$1/₦496.0,instant,1.3,0.31,NGN
256155,190,Settlemented,23007,7,2021-05-11T11:08:01.000Z,2021-05-12T13:12:02.000Z,94390,0.31,$1/₦496.0,standard,0,0.31,NGN
256156,200,Settlemented,33336,7,2021-05-11T11:10:11.000Z,2021-05-12T13:12:00.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256157,100,Deleted,165998,1,2021-05-11T11:10:46.000Z,2021-05-11T11:11:14.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256158,1210,Settlemented,15784,7,2021-05-11T11:14:17.000Z,2021-05-12T13:08:03.000Z,600310,0.31,$1/₦496.0,standard,0,0.31,NGN
256159,2000,Deleted,158117,2,2021-05-11T11:16:58.000Z,2021-05-11T11:19:10.000Z,994000,4.04,$1/₦496.0,standard,0,4.04,NGN
256160,20,Deleted,165998,1,2021-05-11T11:17:04.000Z,2021-05-11T11:19:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256538,100,Deleted,166705,7,2021-05-11T19:29:05.000Z,2021-05-11T19:29:21.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256161,20,Deleted,166386,1,2021-05-11T11:17:32.000Z,2021-05-11T11:19:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256162,2000,Deleted,158117,2,2021-05-11T11:17:48.000Z,2021-05-11T11:19:10.000Z,994000,4.04,$1/₦496.0,standard,0,4.04,NGN
256320,50,Deleted,154223,7,2021-05-11T14:16:08.000Z,2021-05-11T14:16:16.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
73841,100,Deleted,52115,7,2020-08-24T14:32:05.000Z,2020-08-24T14:41:17.000Z,48327,0.32,$1/₦481.77,standard,0,0.32,
256163,10000,Deleted,122297,1,2021-05-11T11:17:51.000Z,2021-05-11T11:19:10.000Z,4966960,14.04,$1/₦496.0,instant,10,4.04,NGN
68158,400,Rejected,16696,4,2020-08-12T16:38:06.000Z,2020-08-12T17:28:13.000Z,411.6,11.6,,standard,0,11.6,
256164,2000,Settlemented,158117,1,2021-05-11T11:18:45.000Z,2021-05-12T13:08:00.000Z,994000,4.04,$1/₦496.0,standard,0,4.04,NGN
256165,20,Deleted,166382,1,2021-05-11T11:21:24.000Z,2021-05-11T11:21:41.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256166,100,Deleted,72900,7,2021-05-11T11:21:47.000Z,2021-05-11T11:21:52.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256167,100,Deleted,72900,7,2021-05-11T11:23:46.000Z,2021-05-11T11:24:10.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256168,1010,Deleted,42508,7,2021-05-11T11:25:53.000Z,2021-05-11T11:26:14.000Z,501110,0.31,$1/₦496.0,standard,0,0.31,NGN
256169,50,Deleted,87463,7,2021-05-11T11:26:14.000Z,2021-05-11T11:26:41.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256170,20,Deleted,166386,1,2021-05-11T11:26:50.000Z,2021-05-11T11:26:52.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256171,102,Deleted,132210,7,2021-05-11T11:27:32.000Z,2021-05-11T11:29:10.000Z,50742,0.31,$1/₦496.0,standard,0,0.31,NGN
256172,30,Deleted,163883,1,2021-05-11T11:27:42.000Z,2021-05-11T11:29:10.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256516,20,Deleted,164925,2,2021-05-11T18:52:25.000Z,2021-05-11T18:54:20.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256578,20,Deleted,145080,2,2021-05-11T20:44:56.000Z,2021-05-11T20:45:15.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256173,500,Deleted,165888,1,2021-05-11T11:28:11.000Z,2021-05-11T11:29:10.000Z,250000,4.04,$1/₦496.0,standard,0,4.04,NGN
256280,1800,Rejected,53920,1,2021-05-11T13:34:21.000Z,2021-05-11T13:35:09.000Z,895692.8,5.84,$1/₦496.0,instant,1.8,4.04,NGN
256174,101,Settlemented,132210,1,2021-05-11T11:28:17.000Z,2021-05-12T13:07:58.000Z,50797.34,1.42,$1/₦496.0,standard,0,1.42,NGN
256175,1050,Settlemented,42508,7,2021-05-11T11:28:40.000Z,2021-05-12T13:07:54.000Z,520950,0.31,$1/₦496.0,standard,0,0.31,NGN
95101,3990,Settlemented,32053,6,2020-10-06T12:23:23.000Z,2020-10-06T17:19:09.000Z,3990,0,,standard,0,0,
256176,40,Deleted,20691,7,2021-05-11T11:30:54.000Z,2021-05-11T11:31:14.000Z,19990,0.31,$1/₦496.0,standard,0,0.31,NGN
256177,20,Deleted,166386,1,2021-05-11T11:32:56.000Z,2021-05-11T11:34:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256178,41,Settlemented,157648,7,2021-05-11T11:34:18.000Z,2021-05-12T13:07:51.000Z,20486,0.31,$1/₦496.0,standard,0,0.31,NGN
256179,20,Settlemented,110493,1,2021-05-11T11:34:52.000Z,2021-05-12T12:55:15.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
73924,50,Rejected,35305,4,2020-08-24T15:36:54.000Z,2020-08-24T15:38:51.000Z,51.45,1.45,,standard,0,1.45,
256180,20,Deleted,104845,1,2021-05-11T11:36:25.000Z,2021-05-11T11:36:41.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256440,1040,Deleted,166482,4,2021-05-11T16:19:25.000Z,2021-05-11T16:20:12.000Z,1070.16,30.16,,standard,0,30.16,USD
256181,2000,Deleted,42357,7,2021-05-11T11:37:04.000Z,2021-05-11T11:38:10.000Z,993142,2.31,$1/₦496.0,instant,2,0.31,NGN
256182,2000,Rejected,42357,1,2021-05-11T11:38:25.000Z,2021-05-11T11:39:10.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256301,50,Deleted,166502,1,2021-05-11T13:58:20.000Z,2021-05-11T13:59:14.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256183,20,Settlemented,104845,1,2021-05-11T11:38:58.000Z,2021-05-12T12:49:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
