id,price_per_share,side,stock_symbol,transaction_value,type,user_id,quantity,inserted_at,updated_at,naira_fee,dollar_fee,status
515784,1.895,BUY,PHUN,98.5,MARKET,40830,53.24324417,2021-01-29T20:30:53.000Z,2021-01-29T20:30:54.000Z,727.2,1.5,Filled
507697,1.5,BUY,TSLA,9,LIMIT,86343,6,2021-01-28T21:07:26.000Z,2021-01-29T21:17:40.000Z,67.03,0.14,Canceled
514869,25,SELL,AMC,1475,LIMIT,16811,59,2021-01-29T18:58:29.000Z,2021-01-29T21:17:42.000Z,10728.62,22.13,Canceled
515575,13.11,SELL,AMC,196.60938,MARKET,67567,14.95696969,2021-01-29T20:07:58.000Z,2021-01-29T20:07:59.000Z,1430.16,2.95,Filled
515879,13.6,SELL,AMC,13.43,MARKET,33405,0.98363636,2021-01-29T20:41:06.000Z,2021-01-29T20:41:06.000Z,97.67,0.2,Filled
515975,22.93,SELL,CCIV,99.80758,MARKET,7527,4.35555665,2021-01-29T20:47:40.000Z,2021-01-29T20:47:41.000Z,727.2,1.5,Filled
516015,531.95,BUY,NFLX,534.6,MARKET,14672,1.004227,2021-01-29T20:50:13.000Z,2021-01-29T20:50:13.000Z,2617.92,5.4,Filled
516018,20.77,BUY,CEQP,16.83,MARKET,1544,0.809913,2021-01-29T20:50:27.000Z,2021-01-29T20:50:27.000Z,82.42,0.17,Filled
514712,24.82,BUY,OPEN,24.82,LIMIT,45150,1,2021-01-29T18:47:38.000Z,2021-01-29T21:17:43.000Z,121.2,0.25,Canceled
512712,2.21,SELL,ACRX,349.4409173,MARKET,31263,158.8367806,2021-01-29T16:46:16.000Z,2021-01-29T16:46:31.000Z,2540.35,5.24,Filled
514586,220.45,BUY,NVAX,9.85,MARKET,95699,0.044762999,2021-01-29T18:39:56.000Z,2021-01-29T18:39:56.000Z,72.72,0.15,Filled
515172,215,BUY,NVAX,26.59,MARKET,61350,0.123680003,2021-01-29T19:27:16.000Z,2021-01-29T19:27:16.000Z,193.92,0.4,Filled
515524,5.67,BUY,RESN,98.5,MARKET,71176,17.37213326,2021-01-29T19:59:31.000Z,2021-01-29T19:59:32.000Z,727.2,1.5,Filled
515928,220.99,BUY,NVAX,219.43,MARKET,40029,0.989229023,2021-01-29T20:45:09.000Z,2021-01-29T20:45:09.000Z,1620,3.34,Filled
516021,5.63,BUY,AQMS,16.09,MARKET,71414,2.857024908,2021-01-29T20:50:33.000Z,2021-01-29T20:50:34.000Z,116.35,0.24,Filled
508084,130,BUY,AAPL,130,LIMIT,38006,1,2021-01-29T06:19:13.000Z,2021-01-29T21:17:34.000Z,933.62,1.95,Canceled
508706,4.36,BUY,CRNT,4.36,LIMIT,19449,1,2021-01-29T12:54:02.000Z,2021-01-29T21:17:43.000Z,33.51,0.07,Canceled
506698,11.735,BUY,ERIC,846.12,MARKET,7613,72.194113,2021-01-28T19:29:30.000Z,2021-01-28T19:47:29.000Z,6166.69,12.88,Filled
507248,9.855,BUY,AMC,68.95,MARKET,19774,6.978745,2021-01-28T20:18:15.000Z,2021-01-28T20:18:16.000Z,502.72,1.05,Filled
507275,4.825,BUY,NOK,9.52,MARKET,39967,1.97,2021-01-28T20:19:45.000Z,2021-01-28T20:19:46.000Z,67.03,0.14,Filled
507404,219.79,BUY,APPN,469.18,MARKET,88265,2.136914,2021-01-28T20:33:58.000Z,2021-01-28T20:33:58.000Z,2269.42,4.74,Filled
507507,68.22,BUY,PINS,9.36,MARKET,642,0.137025997,2021-01-28T20:46:48.000Z,2021-01-28T20:46:49.000Z,67.03,0.14,Filled
507729,8.63,SELL,AMC,67.61,MARKET,48586,7.83472962,2021-01-28T21:17:41.000Z,2021-01-28T21:17:41.000Z,485.58,1.01,Rejected
508096,35.66,BUY,PLTR,2.46,MARKET,78820,0.069055,2021-01-29T06:37:01.000Z,2021-01-29T14:32:51.000Z,19.15,0.04,Filled
503010,264.01,SELL,GME,25.45189725,MARKET,52735,0.09640505,2021-01-28T15:57:14.000Z,2021-01-29T14:31:47.000Z,181.94,0.38,Rejected
506831,14.67,BUY,FOSL,14.58,MARKET,96531,0.993728995,2021-01-28T19:43:05.000Z,2021-01-29T14:33:43.000Z,105.33,0.22,Filled
509871,340,BUY,GME,15.27,MARKET,80865,0.045717999,2021-01-29T14:44:55.000Z,2021-01-29T14:44:55.000Z,110.12,0.23,Filled
508876,4.7,BUY,EXPR,24.63,MARKET,93077,5.239361763,2021-01-29T14:00:27.000Z,2021-01-29T14:52:25.000Z,181.94,0.38,Filled
510429,31.175,BUY,CWEN,64.49,MARKET,59896,2.068500042,2021-01-29T14:58:05.000Z,2021-01-29T15:11:27.000Z,469.2,0.98,Canceled
510310,400,SELL,GME,400,LIMIT,40879,1,2021-01-29T14:54:41.000Z,2021-01-29T15:52:05.000Z,2872.68,6,Canceled
511909,23.79,BUY,DM,83.72,MARKET,73047,3.519335985,2021-01-29T16:01:07.000Z,2021-01-29T16:01:44.000Z,615.7,1.27,Filled
512717,14.21,SELL,AMC,114.24,MARKET,65412,8,2021-01-29T16:46:21.000Z,2021-01-29T16:46:36.000Z,829.01,1.71,Filled
513151,359.005,BUY,GME,1.97,MARKET,98108,0.005472,2021-01-29T17:11:16.000Z,2021-01-29T17:11:20.000Z,14.54,0.03,Filled
513187,6.655,BUY,EXPR,6.7,MARKET,96306,0.995984972,2021-01-29T17:12:46.000Z,2021-01-29T17:12:55.000Z,48.48,0.1,Filled
513357,4.87,SELL,NOK,457.30997,MARKET,47067,93.99999237,2021-01-29T17:23:21.000Z,2021-01-29T17:27:55.000Z,3325.73,6.86,Rejected
513691,7.885,SELL,MGI,72.21747,MARKET,74414,9.19967793,2021-01-29T17:43:19.000Z,2021-01-29T17:43:23.000Z,523.58,1.08,Filled
513755,34.83,SELL,PLTR,7.2935195,MARKET,43946,0.20838627,2021-01-29T17:46:35.000Z,2021-01-29T17:46:36.000Z,53.33,0.11,Filled
513801,787.08,BUY,TSLA,98.5,MARKET,82381,0.125459,2021-01-29T17:48:32.000Z,2021-01-29T17:48:32.000Z,727.2,1.5,Filled
513966,2.4,BUY,SENS,0.3,MARKET,5641,0.123125002,2021-01-29T17:57:18.000Z,2021-01-29T17:57:22.000Z,0,0,Filled
508936,260.76,SELL,BABA,110.5208,MARKET,35341,0.42384105,2021-01-29T14:13:22.000Z,2021-01-29T14:31:07.000Z,794.77,1.66,Filled
508878,4.69,BUY,NOK,9.85,MARKET,39100,2.100213,2021-01-29T14:01:33.000Z,2021-01-29T14:50:10.000Z,71.82,0.15,Filled
510149,13.51,SELL,AMC,227.22432,MARKET,77916,16.90657312,2021-01-29T14:50:45.000Z,2021-01-29T15:06:57.000Z,1632.64,3.41,Rejected
510433,35.03,SELL,WKHS,70.2,MARKET,72778,2,2021-01-29T14:58:07.000Z,2021-01-29T15:11:33.000Z,502.72,1.05,Filled
511021,51.39,SELL,GM,28.294596,MARKET,85418,0.5508,2021-01-29T15:16:34.000Z,2021-01-29T15:16:34.000Z,203.62,0.42,Filled
512728,14.3,BUY,AMC,340.81,MARKET,31263,23.866246,2021-01-29T16:47:01.000Z,2021-01-29T16:47:16.000Z,2516.11,5.19,Filled
514595,295.42,SELL,GME,15.52,MARKET,88092,0.050000001,2021-01-29T18:40:17.000Z,2021-01-29T18:40:18.000Z,112.83,0.23,Filled
515525,20.875,SELL,SOL,7.0975,MARKET,76216,0.340000004,2021-01-29T19:59:40.000Z,2021-01-29T19:59:40.000Z,53.33,0.11,Filled
515551,288.565,BUY,GME,93.58,MARKET,28556,0.319564998,2021-01-29T20:03:12.000Z,2021-01-29T20:03:12.000Z,693.26,1.43,Filled
516022,156.83,BUY,QCOM,116.1,MARKET,45642,0.74151,2021-01-29T20:50:38.000Z,2021-01-29T20:50:38.000Z,858.1,1.77,Filled
515798,7.5,BUY,SOLO,22.5,LIMIT,82774,3,2021-01-29T20:32:38.000Z,2021-01-29T21:17:43.000Z,164.83,0.34,Canceled
507422,3.975,BUY,IDEX,5.91,MARKET,6542,1.486791968,2021-01-28T20:36:00.000Z,2021-01-28T20:36:01.000Z,43.09,0.09,Filled
508879,6.41,SELL,ET,19.1659,MARKET,86503,2.99000001,2021-01-29T14:01:34.000Z,2021-01-29T14:01:34.000Z,138.85,0.29,Rejected
509859,337.405,SELL,GME,540.8797,MARKET,34089,1.61456628,2021-01-29T14:44:34.000Z,2021-01-29T14:49:28.000Z,3882.91,8.11,Rejected
510435,22.58,SELL,FCEL,550.4276007,MARKET,54386,24.46344892,2021-01-29T14:58:12.000Z,2021-01-29T14:58:12.000Z,3954.72,8.26,Rejected
509671,4.945,BUY,NOK,5.91,MARKET,44284,1.195147038,2021-01-29T14:41:19.000Z,2021-01-29T15:03:57.000Z,43.09,0.09,Filled
511167,5.85,BUY,HL,5.91,MARKET,81248,1.009394,2021-01-29T15:22:00.000Z,2021-01-29T15:24:21.000Z,43.63,0.09,Filled
511472,20.9,BUY,BTBT,20.71,MARKET,27686,0.996371,2021-01-29T15:38:54.000Z,2021-01-29T15:39:04.000Z,155.14,0.32,Filled
512730,336.03,BUY,GME,49.25,MARKET,52532,0.147527993,2021-01-29T16:47:07.000Z,2021-01-29T16:47:07.000Z,363.6,0.75,Filled
513235,356.46,SELL,GME,181.51851,MARKET,65272,0.50922551,2021-01-29T17:16:36.000Z,2021-01-29T17:16:36.000Z,1318.66,2.72,Filled
513464,10.52,BUY,CRIS,197,MARKET,77484,18.72623634,2021-01-29T17:29:45.000Z,2021-01-29T17:31:32.000Z,1454.4,3,Filled
513904,21.29,BUY,SOL,990,MARKET,721,46.500705,2021-01-29T17:53:22.000Z,2021-01-29T17:56:52.000Z,4848,10,Filled
514254,5.55,BUY,AQMS,138.75,LIMIT,57813,25,2021-01-29T18:15:05.000Z,2021-01-29T18:15:05.000Z,673.87,1.39,Filled
514590,2.4,SELL,SENS,14.400001,MARKET,73167,6,2021-01-29T18:40:03.000Z,2021-01-29T18:40:03.000Z,106.66,0.22,Filled
514596,2.43,BUY,CHS,9.85,MARKET,64947,4.053497791,2021-01-29T18:40:20.000Z,2021-01-29T18:40:21.000Z,72.72,0.15,Filled
514600,2.85,BUY,TELL,6.11,MARKET,87549,2.142807007,2021-01-29T18:40:34.000Z,2021-01-29T18:40:36.000Z,43.63,0.09,Filled
515528,285.28,BUY,GME,19.7,MARKET,98648,0.069323003,2021-01-29T19:59:55.000Z,2021-01-29T19:59:56.000Z,145.44,0.3,Filled
511010,9.155,BUY,UMC,5.56,MARKET,65516,0.606815994,2021-01-29T15:16:02.000Z,2021-01-29T15:16:03.000Z,38.78,0.08,Filled
511125,173.64,SELL,MRNA,205.38145,MARKET,49451,1.181100011,2021-01-29T15:20:24.000Z,2021-01-29T15:22:38.000Z,1493.18,3.08,Rejected
508152,180,SELL,GME,540,STOP,87691,3,2021-01-29T07:41:12.000Z,2021-01-29T15:42:52.000Z,3878.12,8.1,Canceled
511657,328.58,BUY,GME,29.55,MARKET,43255,0.089507,2021-01-29T15:48:06.000Z,2021-01-29T15:48:06.000Z,218.16,0.45,Filled
512081,13.48,SELL,AMC,0.13951679,MARKET,36372,0.01034991,2021-01-29T16:10:08.000Z,2021-01-29T16:10:08.000Z,0,0,Filled
512748,1.897,BUY,JP,9.34,MARKET,43946,4.925000191,2021-01-29T16:48:00.000Z,2021-01-29T16:48:16.000Z,67.87,0.14,Filled
504382,196.14,SELL,GME,2631.997586,MARKET,55387,13.41897413,2021-01-28T16:38:46.000Z,2021-01-28T16:38:46.000Z,12601.49,26.32,Canceled
504624,207.9,SELL,GME,200.6151736,MARKET,1527,0.96495995,2021-01-28T16:51:12.000Z,2021-01-28T16:51:13.000Z,1441.13,3.01,Rejected
505518,34.23,BUY,ZYME,34.48,MARKET,68402,1.008335948,2021-01-28T17:54:11.000Z,2021-01-28T17:54:12.000Z,253.75,0.53,Filled
506044,1.07,BUY,GSAT,2.96,MARKET,74873,2.761682034,2021-01-28T18:31:06.000Z,2021-01-28T18:31:07.000Z,19.15,0.04,Filled
506741,35.5,BUY,PLTR,177.3,MARKET,46621,4.990149021,2021-01-28T19:33:56.000Z,2021-01-28T19:33:56.000Z,1292.71,2.7,Filled
507436,22.22,BUY,FCEL,251.79,MARKET,60381,11.31621075,2021-01-28T20:39:14.000Z,2021-01-28T20:39:14.000Z,1833.73,3.83,Filled
507498,51.645,SELL,TWTR,50.09565,MARKET,86596,0.97,2021-01-28T20:45:42.000Z,2021-01-28T20:45:42.000Z,359.08,0.75,Filled
507911,264.99,BUY,FB,270.88,MARKET,51610,1.022207975,2021-01-28T23:39:10.000Z,2021-01-29T14:31:45.000Z,1977.36,4.13,Filled
507835,14.06,BUY,CLOV,4.3,MARKET,33151,0.306149006,2021-01-28T22:17:10.000Z,2021-01-29T14:31:03.000Z,33.51,0.07,Filled
508881,0.285,BUY,ASNAQ,42.11,MARKET,17182,147.75,2021-01-29T14:02:33.000Z,2021-01-29T14:30:25.000Z,306.42,0.64,Rejected
507840,9.19,BUY,MESO,9.85,MARKET,90755,1.07181704,2021-01-28T22:19:42.000Z,2021-01-29T14:33:28.000Z,71.82,0.15,Filled
508136,35.66,BUY,PLTR,197,MARKET,33105,5.524397,2021-01-29T07:18:57.000Z,2021-01-29T14:53:06.000Z,1436.34,3,Filled
509397,6.705,BUY,EXPR,68.95,MARKET,76834,10.28337097,2021-01-29T14:36:54.000Z,2021-01-29T14:58:19.000Z,502.72,1.05,Canceled
511276,312.99,SELL,GME,1208.566,MARKET,59124,3.859999895,2021-01-29T15:27:43.000Z,2021-01-29T15:27:43.000Z,8789.42,18.13,Rejected
511935,0.1001,BUY,GPORQ,1.48,MARKET,33770,14.7602396,2021-01-29T16:02:01.000Z,2021-01-29T16:02:01.000Z,9.7,0.02,Rejected
512734,132.51,BUY,AAPL,9.85,MARKET,62803,0.074359,2021-01-29T16:47:18.000Z,2021-01-29T16:47:18.000Z,72.72,0.15,Filled
512794,4.625,BUY,AIV,46.53,MARKET,21970,10.06054115,2021-01-29T16:51:10.000Z,2021-01-29T16:51:33.000Z,227.86,0.47,Filled
515530,206.27,SELL,NOK,206.27,LIMIT,22121,1,2021-01-29T20:00:14.000Z,2021-01-29T20:00:14.000Z,1500,3.09,Canceled
500619,17.66,SELL,BB,71.32,MARKET,46063,4,2021-01-28T15:05:20.000Z,2021-01-29T14:31:31.000Z,512.29,1.07,Rejected
667384,2994,SELL,AMZN,17.720894,MARKET,46624,0.00592078,2021-03-08T17:56:48.000Z,2021-03-08T17:56:48.000Z,132.84,0.27,Filled
510005,13.71,SELL,WPG,102.1104467,MARKET,52096,7.44788087,2021-01-29T14:47:39.000Z,2021-01-29T14:47:40.000Z,732.53,1.53,Rejected
509074,398.54,SELL,GME,788.12,MARKET,80574,2,2021-01-29T14:30:49.000Z,2021-01-29T14:57:14.000Z,5659.18,11.82,Canceled
303540,43,BUY,NIO,129,LIMIT,46201,3,2020-11-13T19:23:36.000Z,2020-11-13T19:23:38.000Z,916.17,1.93,Filled
510444,37.11,SELL,PLTR,132.1142506,MARKET,14489,3.56969064,2021-01-29T14:58:28.000Z,2021-01-29T15:10:57.000Z,947.98,1.98,Filled
510489,22.35,BUY,MARA,39.48,MARKET,33006,1.758574009,2021-01-29T14:59:28.000Z,2021-01-29T15:16:40.000Z,248.97,0.52,Filled
511050,12.8,BUY,AMC,0.49,MARKET,54031,0.038238,2021-01-29T15:18:15.000Z,2021-01-29T15:18:15.000Z,4.85,0.01,Filled
511541,10.76,SELL,VXRT,10.63209912,MARKET,89481,0.98263393,2021-01-29T15:42:52.000Z,2021-01-29T15:42:52.000Z,77.57,0.16,Filled
512738,1822.32,BUY,GOOGL,98.5,MARKET,35649,0.054079,2021-01-29T16:47:26.000Z,2021-01-29T16:47:26.000Z,727.2,1.5,Filled
513445,14.99,SELL,AMC,41.820976,MARKET,39542,2.78064987,2021-01-29T17:29:04.000Z,2021-01-29T17:31:00.000Z,305.42,0.63,Filled
513651,338,SELL,GME,63.40820254,MARKET,15587,0.18652763,2021-01-29T17:40:14.000Z,2021-01-29T17:40:14.000Z,460.56,0.95,Filled
514489,7.845,BUY,SOLO,21.24,MARKET,31927,2.698424101,2021-01-29T18:33:55.000Z,2021-01-29T18:33:56.000Z,155.14,0.32,Filled
514604,10.54,BUY,CRON,6.89,MARKET,98420,0.654485,2021-01-29T18:40:37.000Z,2021-01-29T18:40:38.000Z,48.48,0.1,Filled
514872,12.2,BUY,AMC,1201.7,STOP,98354,98.5,2021-01-29T18:58:36.000Z,2021-01-29T19:03:18.000Z,8871.84,18.3,Rejected
515209,11.255,BUY,ACB,24.63,MARKET,56194,2.184035,2021-01-29T19:30:37.000Z,2021-01-29T19:30:38.000Z,184.22,0.38,Filled
515531,48.095,SELL,XPEV,120.024994,MARKET,21742,2.5,2021-01-29T20:00:38.000Z,2021-01-29T20:00:39.000Z,872.64,1.8,Filled
515731,6.03,SELL,EXPR,11.228999,MARKET,50214,1.899999976,2021-01-29T20:25:58.000Z,2021-01-29T20:25:58.000Z,82.42,0.17,Filled
509297,11.13,BUY,GEVO,4950,MARKET,28918,444.94382,2021-01-29T14:35:12.000Z,2021-01-29T15:10:05.000Z,23939,50,Filled
512735,8.16,BUY,SOLO,40.09,MARKET,81432,4.925,2021-01-29T16:47:20.000Z,2021-01-29T16:47:36.000Z,295.73,0.61,Filled
514605,220.73,BUY,NVAX,78.8,MARKET,61719,0.356997,2021-01-29T18:40:38.000Z,2021-01-29T18:40:39.000Z,581.76,1.2,Filled
512867,2.51,BUY,CHS,5.08,MARKET,16691,2.023668051,2021-01-29T16:55:47.000Z,2021-01-29T16:56:28.000Z,37.5,0.08,Filled
512898,17.965,BUY,AG,34.48,MARKET,97246,1.912621021,2021-01-29T16:57:21.000Z,2021-01-29T16:59:07.000Z,256.94,0.53,Filled
509602,285,BUY,GME,285,LIMIT,18965,1,2021-01-29T14:40:05.000Z,2021-01-29T17:00:12.000Z,2044.39,4.27,Canceled
513391,3199.35,SELL,AMZN,1025.072,MARKET,29459,0.32,2021-01-29T17:25:43.000Z,2021-01-29T17:27:48.000Z,4969.2,10.25,Filled
514052,20.42,SELL,ACRS,49.860943,MARKET,83555,2.45983935,2021-01-29T18:01:40.000Z,2021-01-29T18:02:02.000Z,363.6,0.75,Filled
514284,327,SELL,GME,19.62,MARKET,6867,0.06,2021-01-29T18:17:29.000Z,2021-01-29T18:17:29.000Z,140.59,0.29,Filled
514527,12.46,BUY,AMC,12.8,MARKET,86600,1.000391006,2021-01-29T18:35:56.000Z,2021-01-29T18:35:56.000Z,96.96,0.2,Filled
514606,302.19,BUY,GME,19.7,MARKET,25883,0.063879997,2021-01-29T18:40:47.000Z,2021-01-29T18:40:47.000Z,145.44,0.3,Filled
513539,3,BUY,NOK,21,LIMIT,87581,7,2021-01-29T17:34:09.000Z,2021-01-29T20:44:37.000Z,155.14,0.32,Canceled
516025,13.95,BUY,BB,98.5,MARKET,33014,7.033202,2021-01-29T20:50:44.000Z,2021-01-29T20:50:45.000Z,727.2,1.5,Filled
508895,7.85,BUY,SOLO,14.78,MARKET,17182,1.882166,2021-01-29T14:04:36.000Z,2021-01-29T14:33:48.000Z,105.33,0.22,Filled
508090,15.67,BUY,CLDR,15.76,MARKET,76645,1.005743027,2021-01-29T06:28:16.000Z,2021-01-29T14:52:26.000Z,114.91,0.24,Filled
504991,2.2,BUY,TRVG,4.4,LIMIT,45150,2,2021-01-28T17:10:38.000Z,2021-01-28T22:56:50.000Z,19.15,0.04,Canceled
508904,8.63,BUY,AMC,42.55,MARKET,96323,4.930707,2021-01-29T14:06:36.000Z,2021-01-29T14:10:11.000Z,311.21,0.65,Canceled
505935,0.9695,BUY,TNXP,19.7,MARKET,25864,20.31975174,2021-01-28T18:23:33.000Z,2021-01-29T14:30:50.000Z,143.63,0.3,Rejected
510491,306.715,SELL,GME,979.13477,MARKET,81127,3.04694176,2021-01-29T14:59:33.000Z,2021-01-29T14:59:33.000Z,7033.28,14.69,Rejected
510690,6.09,SELL,EXPR,1449.42,LIMIT,39799,238,2021-01-29T15:05:21.000Z,2021-01-29T15:06:25.000Z,6937.52,14.49,Rejected
510655,5.88,SELL,EXPR,1401.4674,MARKET,39799,238.3447963,2021-01-29T15:04:28.000Z,2021-01-29T15:06:25.000Z,6707.71,14.01,Rejected
510351,329.53,SELL,GME,665.56,MARKET,69948,2,2021-01-29T14:55:50.000Z,2021-01-29T15:06:46.000Z,4778.22,9.98,Rejected
510469,12.62,BUY,AMC,12.8,MARKET,74918,0.988803029,2021-01-29T14:59:08.000Z,2021-01-29T15:08:03.000Z,90.97,0.19,Filled
511009,6.055,SELL,EXPR,1443.1777,MARKET,39799,238.3447876,2021-01-29T15:16:02.000Z,2021-01-29T15:16:02.000Z,6995.66,14.43,Rejected
510897,11.2,BUY,BNGO,30.9,MARKET,69012,2.758879,2021-01-29T15:11:54.000Z,2021-01-29T15:22:50.000Z,227.86,0.47,Canceled
511198,36.9,SELL,WKHS,184.5,LIMIT,64176,5,2021-01-29T15:24:06.000Z,2021-01-29T15:28:51.000Z,1342.9,2.77,Canceled
511894,6.415,BUY,ET,15.76,MARKET,97151,2.456742048,2021-01-29T16:00:15.000Z,2021-01-29T16:00:30.000Z,116.35,0.24,Filled
511928,337.31,BUY,GME,49.25,MARKET,97442,0.145714,2021-01-29T16:01:43.000Z,2021-01-29T16:01:43.000Z,363.6,0.75,Filled
512394,336.82,BUY,GME,14.78,MARKET,1565,0.044039,2021-01-29T16:27:30.000Z,2021-01-29T16:27:30.000Z,106.66,0.22,Filled
512447,39.13,BUY,PETS,44.72,MARKET,85011,1.142832041,2021-01-29T16:30:38.000Z,2021-01-29T16:30:44.000Z,329.66,0.68,Filled
510698,6.05,SELL,EXPR,1441.9861,MARKET,39799,238.3447963,2021-01-29T15:05:41.000Z,2021-01-29T15:06:25.000Z,6904.01,14.42,Rejected
510492,1.88,BUY,ESGC,5.4,MARKET,45150,2.870009899,2021-01-29T14:59:35.000Z,2021-01-29T15:15:56.000Z,23.94,0.05,Filled
509525,13.25,BUY,AMC,49.25,MARKET,40108,3.716981,2021-01-29T14:38:45.000Z,2021-01-29T15:17:12.000Z,359.08,0.75,Canceled
511120,12.86,BUY,AMC,9.33,MARKET,21493,0.729315996,2021-01-29T15:20:14.000Z,2021-01-29T15:20:15.000Z,67.87,0.14,Filled
512472,5.85,BUY,AQMS,246.25,MARKET,16062,42.094017,2021-01-29T16:32:06.000Z,2021-01-29T16:32:08.000Z,1818,3.75,Filled
512464,331.05,SELL,GME,144.03711,MARKET,96156,0.430000007,2021-01-29T16:31:38.000Z,2021-01-29T16:41:10.000Z,1047.17,2.16,Rejected
512779,256.4,BUY,BABA,1.54,MARKET,52494,0.00602,2021-01-29T16:50:21.000Z,2021-01-29T16:50:21.000Z,9.7,0.02,Filled
513547,2.305,BUY,KOS,1.97,MARKET,57724,0.854664028,2021-01-29T17:34:26.000Z,2021-01-29T17:34:48.000Z,14.54,0.03,Filled
514015,793.975,BUY,TSLA,4.92,MARKET,72234,0.006205,2021-01-29T17:59:17.000Z,2021-01-29T17:59:18.000Z,33.94,0.07,Filled
514613,794.19,SELL,TSLA,73.81742852,MARKET,22981,0.09293511,2021-01-29T18:41:39.000Z,2021-01-29T18:41:40.000Z,538.13,1.11,Filled
507962,22,SELL,AAL,220,LIMIT,36679,10,2021-01-29T01:34:13.000Z,2021-01-29T21:17:43.000Z,1579.97,3.3,Canceled
511488,14.98,SELL,NNDM,22.51644017,MARKET,81301,1.50813397,2021-01-29T15:39:35.000Z,2021-01-29T15:40:04.000Z,164.83,0.34,Filled
512783,14.205,BUY,AMC,492.5,MARKET,40077,34.60997772,2021-01-29T16:50:36.000Z,2021-01-29T16:50:55.000Z,3636,7.5,Filled
513002,51.155,BUY,AZN,4.92,MARKET,97408,0.096276,2021-01-29T17:02:38.000Z,2021-01-29T17:02:38.000Z,33.94,0.07,Filled
513419,806.12,BUY,TSLA,7.88,MARKET,69993,0.009779,2021-01-29T17:27:16.000Z,2021-01-29T17:27:16.000Z,58.18,0.12,Filled
513821,1.88,BUY,TOUR,9.4,LIMIT,43946,5,2021-01-29T17:49:24.000Z,2021-01-29T17:52:24.000Z,67.87,0.14,Filled
514069,798.05,BUY,TSLA,772.92,MARKET,36009,0.96804899,2021-01-29T18:02:19.000Z,2021-01-29T18:02:20.000Z,5706.1,11.77,Filled
515179,67.41,BUY,PINS,29.55,MARKET,87244,0.438362002,2021-01-29T19:27:37.000Z,2021-01-29T19:27:37.000Z,218.16,0.45,Filled
515468,35,BUY,PLTR,768.3,MARKET,96689,21.93889236,2021-01-29T19:55:27.000Z,2021-01-29T19:55:28.000Z,5672.16,11.7,Filled
515540,3.84,BUY,BTU,165.48,MARKET,33996,43.09375,2021-01-29T20:01:46.000Z,2021-01-29T20:01:47.000Z,1221.7,2.52,Filled
516026,34.515,BUY,WKHS,19.7,MARKET,60795,0.571345985,2021-01-29T20:50:46.000Z,2021-01-29T20:50:47.000Z,145.44,0.3,Filled
516186,2.22,SELL,ACRX,6.66,MARKET,48654,3,2021-01-29T20:58:52.000Z,2021-01-29T20:58:53.000Z,48.48,0.1,Filled
513068,450,SELL,GME,1350,LIMIT,59124,3,2021-01-29T17:06:29.000Z,2021-01-29T21:17:41.000Z,9817.2,20.25,Canceled
511069,295.165,BUY,GME,591,MARKET,65088,2.003390074,2021-01-29T15:18:46.000Z,2021-01-29T15:18:46.000Z,4363.2,9,Rejected
511011,51.37,SELL,GM,28.401826,MARKET,85418,0.55085,2021-01-29T15:16:04.000Z,2021-01-29T15:23:00.000Z,208.46,0.43,Rejected
512138,819.76,SELL,TSLA,50.83216672,MARKET,86388,0.0621,2021-01-29T16:13:25.000Z,2021-01-29T16:13:25.000Z,368.45,0.76,Filled
512253,132.465,BUY,AAPL,27.72,MARKET,24711,0.209129006,2021-01-29T16:21:02.000Z,2021-01-29T16:21:03.000Z,135.74,0.28,Filled
512298,33.235,SELL,LAZR,7.5737715,MARKET,61620,0.227884993,2021-01-29T16:23:43.000Z,2021-01-29T16:25:20.000Z,53.33,0.11,Rejected
512083,320,SELL,GME,640,STOP,30883,2,2021-01-29T16:10:10.000Z,2021-01-29T16:39:52.000Z,4654.08,9.6,Filled
512659,332.305,SELL,GME,303.8185,MARKET,92959,0.911,2021-01-29T16:43:15.000Z,2021-01-29T16:43:16.000Z,2210.69,4.56,Filled
512780,819.24,SELL,TSLA,7370.19,MARKET,17930,9,2021-01-29T16:50:26.000Z,2021-01-29T16:51:03.000Z,53594.64,110.55,Filled
512866,14.74,BUY,AMC,530.6,MARKET,75238,36.02170944,2021-01-29T16:55:47.000Z,2021-01-29T16:56:50.000Z,3917.18,8.08,Filled
513480,14.95,BUY,AMC,41.37,MARKET,98222,2.77837491,2021-01-29T17:30:33.000Z,2021-01-29T17:31:36.000Z,305.42,0.63,Filled
514261,13.99,SELL,AMC,19.9914,MARKET,6867,1.43,2021-01-29T18:15:21.000Z,2021-01-29T18:15:22.000Z,145.44,0.3,Filled
514625,0.7251,BUY,ADXS,197,MARKET,75663,271.686676,2021-01-29T18:42:43.000Z,2021-01-29T18:42:43.000Z,1454.4,3,Rejected
514865,40,BUY,AL,10,MARKET,95787,0.249755993,2021-01-29T18:58:13.000Z,2021-01-29T18:58:14.000Z,72.72,0.15,Filled
511101,173.735,BUY,MRNA,295.5,MARKET,36307,1.701503,2021-01-29T15:19:38.000Z,2021-01-29T15:24:07.000Z,2181.6,4.5,Canceled
512788,14.205,BUY,AMC,1477.5,MARKET,82708,104.012672,2021-01-29T16:50:46.000Z,2021-01-29T16:51:06.000Z,10908,22.5,Filled
512851,114.87,BUY,BNTX,19.7,MARKET,57236,0.171633005,2021-01-29T16:55:00.000Z,2021-01-29T16:55:00.000Z,145.44,0.3,Filled
